# Edge list
# node_from node_to nu tau ec
1	2	7.19450017777778	360	1
1	3	6.50096477500000	240	1
2	1	7.19450017777778	360	1
2	6	1.37727248000000	300	1
3	1	6.50096477500000	240	1
3	4	4.75292325555556	240	1
3	12	6.50096477500000	240	1
4	3	4.75292325555556	240	1
4	5	4.93966502777778	120	1
4	11	1.36356298055556	360	1
5	4	4.93966502777778	120	1
5	6	1.37444318583333	240	1
5	9	2.77777777777778	300	1
6	2	1.37727248000000	300	1
6	5	1.37444318583333	240	1
6	8	1.36071879055556	120	1
7	8	2.17828091944444	180	1
7	18	6.50096477500000	120	1
8	6	1.36071879055556	120	1
8	7	2.17828091944444	180	1
8	9	1.40283143222222	600	1
8	16	1.40161738416667	300	1
9	5	2.77777777777778	300	1
9	8	1.40283143222222	600	1
9	10	3.86549678333333	180	1
10	9	3.86549678333333	180	1
10	11	2.77777777777778	300	1
10	15	3.75333376388889	360	1
10	16	1.34858825472222	240	1
10	17	1.38708630388889	480	1
11	4	1.36356298055556	360	1
11	10	2.77777777777778	300	1
11	12	1.36356298055556	360	1
11	14	1.35458563527778	240	1
12	3	6.50096477500000	240	1
12	11	1.36356298055556	360	1
12	13	7.19450017777778	180	1
13	12	7.19450017777778	180	1
13	24	1.41423782000000	240	1
14	11	1.35458563527778	240	1
14	15	1.42431281083333	300	1
14	23	1.36799739027778	240	1
15	10	3.75333376388889	360	1
15	14	1.42431281083333	300	1
15	19	4.04576476388889	180	1
15	22	2.66643904583333	180	1
16	8	1.40161738416667	300	1
16	10	1.34858825472222	240	1
16	17	1.45275279527778	120	1
16	18	5.46663797500000	180	1
17	10	1.38708630388889	480	1
17	16	1.45275279527778	120	1
17	19	1.33998634194444	120	1
18	7	6.50096477500000	120	1
18	16	5.46663797500000	180	1
18	20	6.50096477500000	240	1
19	15	4.04576476388889	180	1
19	17	1.33998634194444	120	1
19	20	1.38961321194444	240	1
20	18	6.50096477500000	240	1
20	19	1.38961321194444	240	1
20	21	1.40553120555556	360	1
20	22	1.40991588694444	300	1
21	20	1.40553120555556	360	1
21	22	1.45275279527778	120	1
21	24	1.35704376777778	180	1
22	15	2.66643904583333	180	1
22	20	1.40991588694444	300	1
22	21	1.45275279527778	120	1
22	23	1.38888888888889	240	1
23	14	1.36799739027778	240	1
23	22	1.38888888888889	240	1
23	24	1.41069678777778	120	1
24	13	1.41423782000000	240	1
24	21	1.35704376777778	180	1
24	23	1.41069678777778	120	1
